Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,HasChild,Children,Age,TotalAmtSpent,Relation
PGrad,Single,68117.0,80,618,44,215,0,17,36,child,1,74,930,103.86666666666666
Grad,Married,67225.0,4,315,35,322,46,7,143,child,1,66,868,95.16666666666667
Grad,Married,17649.0,70,15,1,23,0,5,1,child,1,45,45,95.63333333333334
Grad,Married,55914.0,32,384,60,364,119,101,232,child,1,46,1260,102.2
Grad,Married,40059.0,82,110,29,92,28,10,145,child,1,37,414,97.13333333333334
Grad,Married,60905.0,27,208,17,76,36,17,38,child,1,71,392,94.86666666666666
Grad,Married,75330.0,94,555,82,257,93,61,61,child,2,44,1109,109.1
Grad,Single,60689.0,23,240,90,216,63,6,24,child,1,70,639,101.1
Grad,Married,38680.0,97,11,0,36,15,5,12,child,1,37,79,103.26666666666667
Grad,Married,61416.0,25,848,154,323,201,61,78,no child,0,39,1665,104.86666666666666
Grad,Single,49767.0,92,202,47,197,55,42,149,no child,0,30,692,102.1
Grad,Single,83273.0,98,433,89,650,16,102,102,child,3,51,1392,109.4
Grad,Married,29009.0,19,6,6,15,10,5,2,child,1,40,44,95.06666666666666
PGrad,Married,45057.0,80,37,0,7,3,0,3,child,1,42,50,95.0
Grad,Married,37150.0,80,167,37,64,49,34,116,child,1,50,467,109.86666666666666
Grad,Single,43020.0,79,45,7,99,4,25,43,child,1,51,223,95.03333333333333
Grad,Married,53154.0,50,129,0,21,0,1,7,child,1,62,158,88.66666666666667
Grad,Married,65308.0,60,713,0,264,120,80,34,no child,0,48,1211,97.7
Grad,Single,76467.0,44,676,161,426,210,44,58,child,1,51,1575,110.7
UGrad,Married,81044.0,0,450,26,535,73,98,26,no child,0,74,1208,94.13333333333334
Grad,Married,32871.0,28,22,2,12,0,2,5,child,2,70,43,103.9
Grad,Single,55801.0,35,367,4,51,6,4,95,child,2,46,527,97.33333333333333
Grad,Single,76320.0,49,526,35,214,69,53,35,child,1,62,932,88.23333333333333
PGrad,Single,36927.0,46,51,0,16,0,0,4,child,2,66,71,88.9
Grad,Married,48794.0,97,25,0,11,3,0,15,child,2,68,54,88.1
Grad,Single,23478.0,51,28,6,27,12,17,39,no child,0,56,129,103.56666666666666
Grad,Single,71128.0,80,958,159,447,20,0,31,child,1,48,1615,109.03333333333333
PGrad,Single,70179.0,10,532,88,168,69,44,133,child,1,45,1034,99.43333333333334
Grad,Married,59462.0,29,724,17,143,0,8,196,child,1,71,1088,106.0
Grad,Married,38361.0,74,39,0,56,20,8,14,child,1,52,137,94.13333333333334
PGrad,Married,70038.0,54,587,54,348,71,54,130,no child,0,39,1244,96.23333333333333
Grad,Married,42554.0,93,29,1,11,0,0,0,child,2,43,41,105.76666666666667
Grad,Married,67445.0,63,757,80,217,29,80,11,child,1,47,1174,110.86666666666666
Grad,Single,67046.0,92,544,35,133,23,151,107,child,1,70,993,105.96666666666667
Grad,Married,42192.0,40,40,15,15,17,6,7,no child,0,73,100,97.86666666666666
PGrad,Married,77610.0,70,1245,33,332,21,33,16,child,1,69,1680,108.26666666666667
Grad,Married,31761.0,96,19,1,20,16,14,28,child,1,37,98,90.83333333333333
Grad,Married,34350.0,81,16,3,15,2,1,11,child,1,42,48,96.43333333333334
Grad,Married,54591.0,63,376,4,94,12,9,24,child,1,72,519,98.93333333333334
Grad,Married,71866.0,85,184,178,178,103,39,33,child,1,65,715,94.2
Grad,Married,25293.0,51,15,0,11,0,2,9,child,1,52,37,97.56666666666666
PGrad,Single,42000.0,23,124,83,267,85,59,35,no child,0,34,653,105.83333333333333
Grad,Married,69520.0,95,627,120,414,121,80,93,no child,0,38,1455,99.9
Grad,Single,64713.0,11,180,60,241,13,54,54,child,1,51,602,92.73333333333333
PGrad,Married,27889.0,42,14,0,4,0,0,8,child,1,44,26,99.96666666666667
UGrad,Single,22123.0,77,3,3,24,34,7,31,no child,0,61,102,91.13333333333334
Grad,Married,27803.0,40,8,26,46,38,9,49,child,1,48,176,110.4
Grad,Married,51651.0,32,293,6,23,13,6,92,child,1,61,433,107.96666666666667
Grad,Married,68487.0,48,758,12,385,33,89,89,no child,0,33,1366,105.73333333333333
Grad,Married,56796.0,24,656,38,161,62,47,37,child,1,52,1001,104.6
UGrad,Married,87000.0,61,196,25,607,67,17,49,no child,0,29,961,106.7
Grad,Married,79823.0,6,835,73,380,114,73,43,child,1,62,1518,91.0
Grad,Single,30828.0,16,16,11,15,2,0,12,child,1,41,56,96.93333333333334
PGrad,Married,34109.0,39,9,1,5,2,1,4,child,1,50,22,95.83333333333333
PGrad,Single,53367.0,2,229,7,140,10,3,11,child,2,47,400,98.06666666666666
UGrad,Married,22390.0,49,0,1,4,15,1,5,no child,0,52,26,96.36666666666666
Grad,Married,71322.0,31,121,24,124,24,15,42,child,1,45,350,89.93333333333334
Grad,Single,79244.0,58,471,102,125,212,61,245,no child,0,28,1216,106.56666666666666
PGrad,Married,49912.0,5,520,8,223,32,49,42,child,1,72,874,110.0
PGrad,Married,48699.0,90,26,1,10,2,0,1,child,2,71,40,101.46666666666667
Grad,Married,80144.0,47,240,132,445,250,192,108,no child,0,46,1367,97.06666666666666
Grad,Single,54252.0,25,178,4,26,8,4,44,child,2,65,264,101.23333333333333
PGrad,Married,81929.0,60,1486,55,278,49,0,185,child,1,45,2053,109.26666666666667
Grad,Married,76068.0,67,1115,12,128,33,12,76,child,1,46,1376,107.23333333333333
PGrad,Married,53204.0,40,29,0,8,2,0,6,child,2,45,45,91.36666666666666
PGrad,Married,67911.0,63,529,0,356,63,28,0,child,1,72,976,89.26666666666667
UGrad,Married,14796.0,1,13,3,8,7,4,16,child,1,37,51,109.66666666666667
PGrad,Married,78128.0,89,934,24,230,16,24,36,child,1,47,1264,92.33333333333333
UGrad,Married,14188.0,40,2,7,11,16,12,27,no child,0,49,75,104.2
UGrad,Married,20425.0,5,4,12,5,3,16,17,child,1,35,57,108.26666666666667
PGrad,Married,58646.0,3,62,1,44,6,5,22,child,1,59,140,100.8
Grad,Single,72967.0,1,158,35,179,0,0,125,child,1,51,497,106.7
PGrad,Married,48150.0,24,173,2,39,3,2,47,child,1,72,266,100.86666666666666
Grad,Single,82332.0,89,830,59,968,51,79,19,no child,0,60,2006,109.66666666666667
Grad,Single,58275.0,48,189,10,253,56,43,64,child,2,66,615,101.06666666666666
PGrad,Married,44953.0,31,728,17,133,11,8,124,no child,0,40,1021,106.5
Grad,Married,34587.0,68,7,2,9,2,0,2,child,2,68,22,89.46666666666667
PGrad,Married,43018.0,46,35,4,17,7,6,64,child,1,47,133,96.0
PGrad,Married,45736.0,92,188,3,180,20,3,43,child,1,67,437,99.33333333333333
PGrad,Married,66476.0,80,742,28,152,25,9,57,child,1,52,1013,94.9
UGrad,Married,27733.0,16,0,7,5,26,2,17,child,1,40,57,98.23333333333333
PGrad,Married,69805.0,50,750,71,174,13,10,20,child,1,69,1038,93.3
PGrad,Single,72217.0,93,816,42,450,55,56,154,no child,0,59,1573,102.83333333333333
Grad,Single,25818.0,51,5,2,8,2,2,9,child,1,50,28,108.63333333333334
PGrad,Married,37509.0,24,37,5,56,12,8,5,child,1,45,123,109.83333333333333
UGrad,Married,25176.0,79,4,0,4,0,0,5,child,2,45,13,98.76666666666667
Grad,Married,43586.0,26,99,2,11,4,0,16,child,1,41,132,110.26666666666667
UGrad,Married,53230.0,86,176,72,98,136,21,229,child,1,65,732,111.16666666666667
Grad,Married,50116.0,68,54,0,10,0,0,2,child,2,64,66,88.3
Grad,Married,84906.0,98,997,15,414,99,30,76,no child,0,49,1631,96.93333333333334
Grad,Married,61286.0,34,356,0,107,19,9,117,child,1,55,608,99.03333333333333
PGrad,Married,82333.0,60,1311,0,359,46,89,17,no child,0,35,1822,103.2
PGrad,Married,65220.0,3,890,63,292,0,25,12,no child,0,56,1282,110.13333333333334
Grad,Married,33590.0,65,4,0,2,0,0,2,child,3,47,8,95.93333333333334
Grad,Single,30992.0,83,17,0,14,7,3,2,child,1,45,43,102.43333333333334
PGrad,Single,72309.0,64,960,0,883,50,38,0,no child,0,45,1931,103.83333333333333
UGrad,Married,16005.0,69,1,3,2,20,30,47,child,1,41,103,110.8
PGrad,Single,65487.0,48,240,67,500,199,0,163,no child,0,64,1169,93.66666666666667
Grad,Married,58692.0,21,301,11,61,4,7,11,child,1,56,395,90.8
Grad,Single,40590.0,30,154,0,50,6,11,37,child,2,52,258,97.0
Grad,Single,20587.0,39,2,3,6,4,1,9,child,1,51,25,89.63333333333334
PGrad,Single,62637.0,76,104,12,48,4,12,5,child,1,67,185,92.0
PGrad,Single,29435.0,11,70,3,37,4,2,64,child,2,55,180,111.06666666666666
Grad,Single,19346.0,26,2,0,9,3,6,2,child,1,47,22,93.0
Grad,Married,35788.0,34,23,2,11,3,1,4,child,2,50,44,93.23333333333333
Grad,Single,36997.0,72,43,4,12,8,0,27,child,2,53,94,105.1
Grad,Married,23539.0,13,4,24,11,16,1,25,no child,0,64,81,92.03333333333333
Grad,Single,65333.0,58,654,7,92,0,15,30,child,1,48,798,93.43333333333334
Grad,Single,78499.0,12,912,72,170,47,36,97,no child,0,64,1334,95.26666666666667
PGrad,Married,29732.0,23,25,0,8,0,1,4,child,1,50,38,91.2
PGrad,Married,41275.0,33,24,4,22,0,2,9,child,3,61,61,91.23333333333333
PGrad,Married,63516.0,30,141,11,114,15,14,5,child,2,48,300,99.93333333333334
PGrad,Married,42769.0,15,71,0,13,3,1,0,child,1,59,88,96.66666666666667
PGrad,Married,49572.0,25,35,1,16,0,1,1,child,2,63,54,94.53333333333333
Grad,Married,69209.0,4,496,32,849,229,48,128,no child,0,49,1782,109.66666666666667
Grad,Married,17148.0,80,9,9,11,13,10,16,child,1,45,68,93.06666666666666
Grad,Single,40590.0,30,154,0,50,6,11,37,child,2,52,258,97.0
PGrad,Married,30560.0,6,9,1,5,4,5,7,child,1,45,31,100.23333333333333
UGrad,Married,32146.0,16,26,3,23,4,7,3,child,1,38,66,89.6
UGrad,Single,41713.0,57,77,8,44,10,10,25,child,2,57,174,90.03333333333333
PGrad,Married,34176.0,9,11,2,7,4,2,2,child,1,46,28,93.26666666666667
PGrad,Married,58482.0,59,576,7,115,19,7,7,child,1,66,731,91.63333333333334
Grad,Single,59686.0,78,89,15,89,34,42,5,child,1,56,274,93.16666666666667
PGrad,Married,60896.0,90,1013,30,399,60,46,153,child,1,57,1701,108.86666666666666
Grad,Married,62994.0,74,224,12,48,4,12,12,child,1,41,312,91.9
Grad,Married,47320.0,10,200,19,111,50,15,19,child,1,64,414,99.06666666666666
UGrad,Single,74859.0,63,570,73,614,133,102,73,no child,0,72,1565,101.03333333333333
UGrad,Single,15253.0,13,1,3,3,8,1,13,child,1,29,29,96.13333333333334
PGrad,Single,31560.0,98,62,1,20,4,0,7,child,1,47,94,100.33333333333333
Grad,Single,72071.0,4,531,69,300,150,138,150,child,1,67,1338,104.66666666666667
PGrad,Single,91172.0,94,162,28,818,0,28,56,no child,0,31,1092,103.3
Grad,Married,90000.0,91,675,144,133,94,192,241,no child,0,37,1479,94.26666666666667
Grad,Single,41967.0,66,23,4,10,0,2,15,child,2,40,54,95.26666666666667
Grad,Single,69263.0,14,492,5,32,13,5,21,child,1,56,568,91.86666666666666
UGrad,Single,65706.0,77,918,10,129,13,0,129,no child,0,51,1199,100.2
Grad,Married,60934.0,41,224,155,155,192,93,54,child,1,46,873,93.43333333333334
Grad,Married,71965.0,21,572,19,286,50,38,248,child,1,70,1213,99.16666666666667
Grad,Married,65210.0,25,626,0,70,0,7,28,child,1,66,731,91.7
PGrad,Married,79174.0,2,1074,37,518,193,92,129,no child,0,46,2043,105.8
PGrad,Single,81380.0,51,741,68,689,224,68,103,no child,0,54,1893,106.46666666666667
PGrad,Single,48432.0,3,322,3,50,4,3,42,child,1,48,424,108.63333333333334
Grad,Married,52914.0,32,254,10,44,30,10,227,child,1,50,575,105.93333333333334
Grad,Married,38946.0,84,116,6,82,6,6,41,child,1,66,257,96.26666666666667
Grad,Married,26067.0,49,22,2,18,0,2,12,child,1,47,56,95.9
PGrad,Married,44325.0,69,516,0,21,0,0,5,child,1,49,542,103.96666666666667
Grad,Married,42523.0,96,14,36,11,3,26,35,no child,0,57,125,90.23333333333333
UGrad,Single,26487.0,23,2,8,10,12,14,23,child,1,43,69,101.5
UGrad,Married,53233.0,18,28,0,9,3,0,0,child,1,64,40,91.43333333333334
Grad,Married,67716.0,8,530,142,217,62,9,56,child,1,61,1016,105.83333333333333
PGrad,Married,76234.0,21,519,50,167,130,0,41,child,1,49,907,92.76666666666667
PGrad,Married,84117.0,60,611,76,749,59,45,26,no child,0,65,1566,89.63333333333334
PGrad,Married,65487.0,48,240,67,500,199,0,163,no child,0,64,1169,93.66666666666667
UGrad,Married,25224.0,36,4,9,12,11,2,8,child,1,49,46,91.5
PGrad,Single,89616.0,36,671,47,655,145,111,15,no child,0,38,1644,104.3
Grad,Single,40851.0,63,23,1,7,0,4,24,child,2,50,59,104.43333333333334
Grad,Married,27469.0,2,9,1,2,3,2,0,no child,0,74,17,111.2
UGrad,Married,82347.0,38,556,54,845,202,133,63,no child,0,64,1853,108.0
Grad,Married,73803.0,61,833,80,363,52,26,174,child,1,64,1528,111.23333333333333
PGrad,Single,8820.0,52,12,0,13,4,2,4,child,2,69,35,103.46666666666667
Grad,Single,43322.0,25,56,7,48,10,2,18,no child,0,47,141,90.3
Grad,Married,55593.0,63,293,8,124,11,4,106,child,1,48,546,98.4
Grad,Married,50501.0,10,297,0,38,13,0,152,child,2,67,500,100.53333333333333
Grad,Married,37085.0,65,39,1,16,2,0,3,child,2,46,61,88.1
UGrad,Single,16185.0,71,5,11,16,21,8,45,child,1,31,106,98.93333333333334
Grad,Single,57731.0,0,266,21,300,65,8,44,child,1,52,704,107.43333333333334
PGrad,Single,48432.0,3,322,3,50,4,3,42,child,1,48,424,108.63333333333334
Grad,Married,73807.0,88,366,124,156,71,78,54,child,1,43,849,106.1
Grad,Married,18929.0,15,32,0,8,23,4,18,no child,0,31,85,104.6
Grad,Single,35893.0,80,158,0,23,0,0,18,child,2,53,199,108.73333333333333
Grad,Married,61014.0,17,269,129,495,182,43,29,child,1,41,1147,110.9
Grad,Married,32144.0,76,41,0,10,0,0,3,child,2,67,54,91.26666666666667
UGrad,Married,14918.0,52,3,3,3,15,4,15,child,1,58,43,106.96666666666667
Grad,Single,45146.0,28,33,0,5,0,0,15,child,2,58,53,99.63333333333334
UGrad,Single,41769.0,31,302,29,131,32,0,27,child,1,66,521,104.7
Grad,Married,88325.0,42,519,71,860,93,27,53,no child,0,40,1623,92.8
PGrad,Single,38054.0,24,23,2,17,2,1,0,child,2,71,45,89.96666666666667
UGrad,Single,80617.0,42,594,51,631,72,55,32,no child,0,26,1435,108.83333333333333
Grad,Married,5305.0,12,12,4,7,1,3,5,child,1,45,32,99.13333333333334
Grad,Married,36807.0,88,4,2,5,0,0,5,child,2,67,16,106.53333333333333
Grad,Married,28427.0,67,18,3,19,3,3,6,child,1,38,52,103.5
PGrad,Single,82032.0,54,332,194,377,149,125,57,no child,0,73,1234,90.83333333333333
Grad,Married,22775.0,40,5,1,8,0,0,1,child,1,43,15,100.5
PGrad,Married,40101.0,73,171,3,129,26,24,62,child,1,36,415,108.76666666666667
Grad,Married,58025.0,81,270,31,88,11,48,22,child,1,42,470,95.16666666666667
PGrad,Single,75777.0,12,712,26,538,69,13,80,no child,0,39,1438,100.0
UGrad,Married,7500.0,7,2,8,11,3,8,21,child,1,42,53,101.93333333333334
PGrad,Married,33562.0,33,21,12,12,0,3,3,child,3,58,51,88.13333333333334
PGrad,Single,57642.0,24,580,6,58,8,0,27,child,1,51,679,93.7
Grad,Married,58554.0,55,368,24,68,38,0,88,child,2,53,586,109.36666666666666
Grad,Married,63777.0,87,457,5,106,15,17,53,child,2,42,653,103.4
Grad,Single,57967.0,39,229,7,137,4,0,91,child,1,59,468,104.1
Grad,Married,24434.0,9,3,2,8,20,0,17,child,2,49,50,89.4
Grad,Single,11012.0,82,24,3,26,7,1,23,child,1,37,84,103.66666666666667
PGrad,Single,44802.0,71,853,10,143,13,10,20,no child,0,51,1049,110.56666666666666
Grad,Single,26816.0,50,5,1,6,3,4,3,no child,0,35,22,110.7
Grad,Married,34421.0,81,3,3,7,6,2,9,child,1,47,30,100.1
Grad,Married,61223.0,46,709,43,182,42,118,247,child,1,54,1341,100.7
PGrad,Married,64014.0,56,406,0,30,0,0,8,child,3,75,444,88.63333333333334
Grad,Single,56981.0,91,908,48,217,32,12,24,no child,0,40,1241,93.16666666666667
PGrad,Married,69245.0,8,428,30,214,80,30,61,child,1,65,843,93.2
PGrad,Married,52869.0,40,84,3,61,2,1,21,child,2,67,172,108.73333333333333
